,Scores
179,866.0
180,988.0
181,973.0
182,988.0
183,870.0
184,912.0
185,827.0
186,879.0
187,1148.0
188,901.0
189,928.0
190,952.0
191,957.0
192,807.0
193,777.0
194,1108.0
195,929.0
196,1082.0
197,792.0
198,1119.0
199,1068.0
200,1010.0
201,810.0
202,966.0
203,976.0
204,1100.0
205,1080.0
206,889.0
207,1030.0
208,991.0
209,798.0
210,655.0
211,1113.0
212,846.0
213,991.0
214,1250.0
215,900.0
216,936.0
217,908.0
218,726.0
219,1055.0
220,1048.0
221,863.0
222,824.0
223,749.0
224,867.0
225,1135.0
226,1063.0
227,1056.0
228,1085.0
229,830.0
230,885.0
231,831.0
232,875.0
233,910.0
234,791.0
235,735.0
236,1083.0
237,1048.0
238,740.0
239,1131.0
240,1018.0
241,787.0
242,955.0
243,1044.0
244,866.0
245,991.0
246,817.0
247,839.0
248,766.0
249,730.0
250,1007.0
251,955.0
252,1073.0
253,768.0
254,936.0
255,897.0
256,1070.0
257,767.0
258,921.0
259,793.0
260,1076.0
261,757.0
262,826.0
263,770.0
264,890.0
265,1057.0
266,1059.0
267,1085.0
268,1085.0
269,939.0
270,929.0
271,1008.0
272,822.0
273,853.0
274,957.0
275,981.0
276,899.0
277,1068.0
278,697.0
279,959.0
280,1038.0
281,896.0
282,908.0
283,709.0
284,958.0
285,859.0
286,966.0
287,1061.0
288,948.0
289,1009.0
290,911.0
291,816.0
292,1069.0
293,966.0
294,853.0
295,1127.0
296,900.0
297,1001.0
298,856.0
299,890.0
300,1086.0
301,962.0
302,930.0
303,673.0
304,1008.0
305,991.0
306,943.0
307,1168.0
308,836.0
309,914.0
310,763.0
311,974.0
312,954.0
313,984.0
314,1117.0
315,1052.0
316,997.0
317,1166.0
318,952.0
319,709.0
320,953.0
321,848.0
322,811.0
323,935.0
324,891.0
325,960.0
326,980.0
327,955.0
328,912.0
329,975.0
330,949.0
331,1117.0
332,896.0
333,1105.0
334,808.0
335,685.0
336,1009.0
337,846.0
338,964.0
339,1043.0
340,660.0
341,853.0
342,1073.0
343,858.0
344,951.0
345,620.0
346,849.0
347,1096.0
348,830.0
349,933.0
350,816.0
351,825.0
352,743.0
353,865.0
354,876.0
355,830.0
356,914.0
357,858.0
358,892.0
359,776.0
360,964.0
361,692.0
362,791.0
363,999.0
364,1126.0
365,904.0
366,865.0
367,995.0
368,768.0
369,897.0
370,1085.0
371,946.0
372,947.0
373,808.0
374,996.0
375,1018.0
376,813.0
377,984.0
378,831.0
379,887.0
380,1013.0
381,832.0
382,813.0
383,776.0
384,965.0
385,1031.0
386,862.0
387,1144.0
388,1009.0
389,565.0
390,1060.0
391,754.0
392,960.0
393,816.0
394,1060.0
395,1011.0
396,822.0
397,1020.0
398,1035.0
399,984.0
400,948.0
401,903.0
402,1011.0
403,1015.0
404,919.0
405,1020.0
406,1102.0
407,968.0
408,1170.0
409,878.0
410,1011.0
411,869.0
412,742.0
413,883.0
414,1148.0
415,1107.0
416,868.0
417,1092.0
418,1065.0
419,800.0
420,742.0
421,1087.0
422,1111.0
423,906.0
424,873.0
425,965.0
426,953.0
427,1153.0
428,579.0
429,692.0
430,1054.0
431,977.0
432,931.0
433,1112.0
434,880.0
435,1221.0
436,1015.0
437,835.0
438,858.0
439,918.0
440,922.0
441,899.0
442,861.0
443,886.0
444,1049.0
445,940.0
446,730.0
447,937.0
448,870.0
449,958.0
450,945.0
451,805.0
452,858.0
453,1020.0
454,1094.0
455,993.0
456,986.0
457,973.0
458,792.0
459,764.0
460,898.0
461,998.0
462,1051.0
463,1208.0
464,985.0
465,1110.0
466,1023.0
467,768.0
468,936.0
469,901.0
470,803.0
471,839.0
472,917.0
473,1090.0
474,912.0
475,980.0
476,1065.0
477,911.0
478,810.0
479,1083.0
480,955.0
481,1004.0
482,735.0
483,975.0
484,767.0
485,812.0
486,1091.0
487,769.0
488,853.0
489,883.0
490,810.0
491,1008.0
492,830.0
493,860.0
494,982.0
495,1009.0
496,785.0
497,952.0
498,732.0
499,929.0
500,758.0
501,1005.0
502,1025.0
503,815.0
504,805.0
505,1104.0
506,901.0
507,1097.0
508,1099.0
509,921.0
510,909.0
511,700.0
512,765.0
513,924.0
514,667.0
515,811.0
516,723.0
517,1019.0
518,994.0
519,765.0
520,840.0
521,898.0
522,937.0
523,999.0
524,1164.0
525,1170.0
526,976.0
527,951.0
528,1157.0
529,1015.0
530,891.0
531,920.0
532,1102.0
533,1129.0
534,1062.0
535,805.0
536,1143.0
537,829.0
538,784.0
539,904.0
540,920.0
541,969.0
542,798.0
543,928.0
544,811.0
545,987.0
546,890.0
547,862.0
548,1049.0
549,995.0
550,1009.0
551,881.0
552,843.0
553,817.0
554,958.0
555,1067.0
556,795.0
557,819.0
558,834.0
559,1036.0
560,1151.0
561,1037.0
562,976.0
563,918.0
564,938.0
565,775.0
566,921.0
567,879.0
568,893.0
569,921.0
570,925.0
571,845.0
572,934.0
573,1024.0
574,953.0
575,911.0
576,1098.0
577,1029.0
578,969.0
579,925.0
580,835.0
581,1085.0
582,1237.0
583,731.0
584,817.0
585,989.0
586,1013.0
587,1157.0
588,886.0
589,1124.0
590,733.0
591,1050.0
592,946.0
593,862.0
594,890.0
595,851.0
596,970.0
597,1129.0
598,935.0
599,919.0
600,1047.0
601,922.0
602,806.0
603,878.0
604,884.0
605,1075.0
606,903.0
607,852.0
608,610.0
609,974.0
610,899.0
611,892.0
612,873.0
613,927.0
614,708.0
615,884.0
616,1140.0
617,989.0
618,1005.0
619,1132.0
620,1170.0
621,748.0
622,854.0
623,908.0
624,1005.0
625,800.0
626,998.0
627,1095.0
628,1006.0
629,1007.0
630,838.0
631,847.0
632,930.0
633,1025.0
634,884.0
635,833.0
636,828.0
637,1097.0
638,907.0
639,1045.0
640,923.0
641,902.0
642,1014.0
643,985.0
644,897.0
645,1081.0
646,954.0
647,862.0
648,958.0
649,688.0
650,905.0
651,1068.0
652,967.0
653,724.0
654,1153.0
655,1066.0
656,856.0
657,884.0
658,974.0
659,1004.0
660,950.0
661,842.0
662,637.0
663,1056.0
664,853.0
665,943.0
666,746.0
667,1320.0
668,927.0
669,836.0
670,927.0
671,824.0
672,946.0
673,1032.0
674,922.0
675,788.0
676,817.0
677,784.0
678,879.0
679,1006.0
680,988.0
681,1108.0
682,751.0
683,1014.0
684,842.0
685,1076.0
686,1011.0
687,861.0
688,998.0
689,848.0
690,636.0
691,947.0
692,658.0
693,893.0
694,983.0
695,986.0
696,885.0
697,1142.0
698,580.0
699,1117.0
700,860.0
701,807.0
702,876.0
703,1043.0
704,960.0
705,1026.0
706,1143.0
707,862.0
708,874.0
709,992.0
710,918.0
711,924.0
712,896.0
713,941.0
714,1058.0
715,955.0
716,807.0
717,832.0
718,1069.0
719,978.0
720,920.0
721,763.0
722,888.0
723,1040.0
724,944.0
725,945.0
726,671.0
727,891.0
728,941.0
729,1029.0
730,958.0
731,1064.0
732,1009.0
733,932.0
734,1056.0
735,892.0
736,869.0
737,648.0
738,1023.0
739,789.0
740,811.0
741,794.0
742,765.0
743,635.0
744,1001.0
745,802.0
746,935.0
747,1013.0
748,971.0
749,933.0
750,732.0
751,809.0
752,868.0
753,697.0
754,1096.0
755,861.0
756,1304.0
757,714.0
758,965.0
759,943.0
760,835.0
761,824.0
762,922.0
763,1138.0
764,880.0
765,877.0
766,1029.0
767,964.0
768,1021.0
769,1013.0
770,827.0
771,737.0
772,806.0
773,905.0
774,952.0
775,932.0
776,1060.0
777,1001.0
778,872.0
779,1143.0
780,925.0
781,992.0
782,876.0
783,819.0
784,969.0
785,1043.0
786,832.0
787,934.0
788,835.0
789,693.0
790,1003.0
791,911.0
792,716.0
793,1096.0
794,922.0
795,861.0
796,939.0
797,1036.0
798,737.0
799,766.0
800,992.0
801,1000.0
802,584.0
803,1054.0
804,934.0
805,1018.0
806,779.0
807,1018.0
808,1020.0
809,931.0
810,863.0
811,839.0
812,990.0
813,931.0
814,831.0
815,1055.0
816,884.0
817,1115.0
818,829.0
819,1140.0
820,677.0
821,929.0
822,1055.0
823,1008.0
824,1037.0
825,992.0
826,1024.0
827,840.0
828,818.0
829,1087.0
830,902.0
831,967.0
832,982.0
833,1011.0
834,873.0
835,923.0
836,1035.0
837,1079.0
838,696.0
839,906.0
840,955.0
841,1008.0
842,1002.0
843,912.0
844,980.0
845,864.0
846,932.0
847,899.0
848,862.0
849,968.0
850,1152.0
851,1124.0
852,1026.0
853,732.0
854,957.0
855,942.0
856,1022.0
857,890.0
858,1050.0
859,914.0
860,799.0
861,953.0
862,1093.0
863,958.0
864,873.0
865,887.0
866,870.0
867,917.0
868,1046.0
869,794.0
870,621.0
871,919.0
872,912.0
873,880.0
874,862.0
875,1112.0
876,779.0
877,970.0
878,903.0
879,847.0
880,929.0
881,811.0
882,987.0
883,865.0
884,853.0
885,939.0
886,765.0
887,939.0
888,898.0
889,894.0
890,991.0
891,885.0
892,929.0
893,1073.0
894,854.0
895,1004.0
896,867.0
897,938.0
898,974.0
899,1021.0
900,988.0
901,837.0
902,1018.0
903,1048.0
904,968.0
905,1041.0
906,741.0
907,984.0
908,955.0
909,1099.0
910,889.0
911,937.0
912,710.0
913,978.0
914,970.0
915,759.0
916,849.0
917,1166.0
918,934.0
919,817.0
920,846.0
921,852.0
922,1224.0
923,1101.0
924,1063.0
925,983.0
926,955.0
927,891.0
928,992.0
929,767.0
930,858.0
931,804.0
932,849.0
933,1040.0
934,926.0
935,778.0
936,1092.0
937,791.0
938,1016.0
939,925.0
940,1015.0
941,923.0
942,961.0
943,703.0
944,537.0
945,1008.0
946,1023.0
947,774.0
948,921.0
949,846.0
950,1017.0
951,607.0
952,857.0
953,1023.0
954,1358.0
955,1082.0
956,880.0
957,1058.0
958,936.0
959,852.0
960,792.0
961,777.0
962,936.0
963,1050.0
964,787.0
965,955.0
966,828.0
967,848.0
968,858.0
969,655.0
970,985.0
971,857.0
972,1027.0
973,791.0
974,945.0
975,959.0
976,1000.0
977,844.0
978,1121.0
979,871.0
980,952.0
981,831.0
982,1164.0
983,1067.0
984,737.0
985,1074.0
986,943.0
987,977.0
988,862.0
989,1232.0
990,819.0
991,940.0
992,875.0
993,684.0
994,1148.0
995,988.0
996,830.0
997,815.0
998,761.0
999,919.0
