,Scores
718,1351.0
719,1375.0
720,1072.0
721,940.0
722,1152.0
723,1028.0
724,1121.0
725,1061.0
726,979.0
727,1258.0
728,906.0
729,1424.0
730,910.0
731,1182.0
732,945.0
733,1631.0
734,1325.0
735,1173.0
736,1157.0
737,993.0
738,841.0
739,877.0
740,949.0
741,796.0
742,1174.0
743,1098.0
744,1285.0
745,968.0
746,1234.0
747,1118.0
748,1309.0
749,879.0
750,1148.0
751,1125.0
752,1177.0
753,1059.0
754,1109.0
755,1069.0
756,1227.0
757,1377.0
758,1249.0
759,1222.0
760,1225.0
761,969.0
762,1245.0
763,940.0
764,1248.0
765,1001.0
766,1186.0
767,1459.0
768,1150.0
769,971.0
770,954.0
771,1269.0
772,1043.0
773,883.0
774,1374.0
775,1416.0
776,856.0
777,1243.0
778,956.0
779,1211.0
780,1258.0
781,935.0
782,962.0
783,883.0
784,1077.0
785,1019.0
786,1067.0
787,1145.0
788,1171.0
789,1164.0
790,1197.0
791,815.0
792,1082.0
793,1553.0
794,871.0
795,941.0
796,1301.0
797,976.0
798,1299.0
799,977.0
800,1015.0
801,1194.0
802,1212.0
803,1373.0
804,1113.0
805,1194.0
806,1248.0
807,931.0
808,1096.0
809,1096.0
810,1302.0
811,1398.0
812,1016.0
813,874.0
814,1321.0
815,1197.0
816,994.0
817,1281.0
818,1264.0
819,1140.0
820,1046.0
821,1325.0
822,1205.0
823,1066.0
824,1206.0
825,749.0
826,959.0
827,1050.0
828,1119.0
829,1024.0
830,906.0
831,916.0
832,1162.0
833,835.0
834,805.0
835,991.0
836,927.0
837,1221.0
838,1413.0
839,1118.0
840,1132.0
841,956.0
842,908.0
843,1123.0
844,910.0
845,1262.0
846,1129.0
847,998.0
848,1120.0
849,1146.0
850,1024.0
851,1081.0
852,1161.0
853,968.0
854,942.0
855,1187.0
856,1061.0
857,989.0
858,919.0
859,926.0
860,1376.0
861,1061.0
862,906.0
863,1060.0
864,1143.0
865,1225.0
866,1396.0
867,734.0
868,1056.0
869,1016.0
870,1078.0
871,996.0
872,1021.0
873,876.0
874,1173.0
875,733.0
876,1242.0
877,846.0
878,1230.0
879,1212.0
880,747.0
881,1106.0
882,1079.0
883,795.0
884,791.0
885,1096.0
886,1088.0
887,986.0
888,1181.0
889,1067.0
890,1226.0
891,1355.0
892,817.0
893,1030.0
894,1175.0
895,881.0
896,820.0
897,1154.0
898,1438.0
899,1164.0
900,867.0
901,1068.0
902,824.0
903,1265.0
904,1055.0
905,708.0
906,1395.0
907,1107.0
908,959.0
909,952.0
910,840.0
911,929.0
912,1154.0
913,1368.0
914,897.0
915,1230.0
916,1183.0
917,1088.0
918,1315.0
919,1041.0
920,1160.0
921,1085.0
922,1093.0
923,800.0
924,1077.0
925,1302.0
926,1107.0
927,1207.0
928,1327.0
929,873.0
930,1275.0
931,502.0
932,1037.0
933,1173.0
934,1061.0
935,984.0
936,793.0
937,1263.0
938,1131.0
939,1189.0
940,1181.0
941,983.0
942,1125.0
943,1005.0
944,1202.0
945,917.0
946,1525.0
947,974.0
948,1107.0
949,1301.0
950,1026.0
951,999.0
952,1328.0
953,1093.0
954,857.0
955,1509.0
956,1306.0
957,1047.0
958,1160.0
959,952.0
960,1278.0
961,1039.0
962,889.0
963,1025.0
964,688.0
965,1140.0
966,776.0
967,1000.0
968,1188.0
969,846.0
970,1200.0
971,899.0
972,1085.0
973,931.0
974,1014.0
975,672.0
976,1223.0
977,951.0
978,1089.0
979,1257.0
980,1236.0
981,1036.0
982,1197.0
983,913.0
984,939.0
985,1144.0
986,1239.0
987,731.0
988,1165.0
989,1207.0
990,1260.0
991,1015.0
992,1140.0
993,1070.0
994,1069.0
995,935.0
996,1104.0
997,1170.0
998,1197.0
999,834.0
