,Scores
380,1030.0
381,1045.0
382,865.0
383,1425.0
384,1042.0
385,1081.0
386,1102.0
387,943.0
388,754.0
389,1032.0
390,1151.0
391,957.0
392,913.0
393,909.0
394,992.0
395,996.0
396,922.0
397,923.0
398,1112.0
399,1009.0
400,1145.0
401,1271.0
402,1052.0
403,847.0
404,1180.0
405,1025.0
406,938.0
407,1056.0
408,770.0
409,1257.0
410,1163.0
411,1222.0
412,1253.0
413,923.0
414,1070.0
415,980.0
416,1094.0
417,1230.0
418,1073.0
419,817.0
420,1253.0
421,1069.0
422,1000.0
423,1013.0
424,1113.0
425,1094.0
426,1146.0
427,924.0
428,1038.0
429,1065.0
430,660.0
431,1218.0
432,1057.0
433,1093.0
434,1145.0
435,1287.0
436,1183.0
437,1137.0
438,1009.0
439,974.0
440,1002.0
441,1169.0
442,1135.0
443,1297.0
444,837.0
445,1285.0
446,1045.0
447,1128.0
448,1241.0
449,812.0
450,899.0
451,1052.0
452,970.0
453,1013.0
454,983.0
455,1353.0
456,966.0
457,1124.0
458,1057.0
459,890.0
460,1030.0
461,1046.0
462,1187.0
463,1350.0
464,1423.0
465,988.0
466,853.0
467,984.0
468,1029.0
469,1186.0
470,828.0
471,1077.0
472,1531.0
473,1155.0
474,1148.0
475,879.0
476,1109.0
477,1127.0
478,1046.0
479,900.0
480,1385.0
481,930.0
482,1328.0
483,1151.0
484,1051.0
485,1012.0
486,1156.0
487,914.0
488,877.0
489,993.0
490,1128.0
491,945.0
492,1134.0
493,1028.0
494,1236.0
495,1225.0
496,1263.0
497,1154.0
498,1006.0
499,1357.0
500,838.0
501,1119.0
502,999.0
503,1127.0
504,1403.0
505,1121.0
506,1176.0
507,1013.0
508,1122.0
509,1414.0
510,1065.0
511,951.0
512,1127.0
513,949.0
514,1073.0
515,1114.0
516,1179.0
517,1248.0
518,881.0
519,1039.0
520,884.0
521,973.0
522,1110.0
523,1298.0
524,1080.0
525,962.0
526,1156.0
527,1146.0
528,1069.0
529,1439.0
530,1124.0
531,1051.0
532,993.0
533,904.0
534,1109.0
535,1118.0
536,1199.0
537,969.0
538,981.0
539,902.0
540,1314.0
541,1312.0
542,1050.0
543,951.0
544,976.0
545,1190.0
546,1211.0
547,1089.0
548,962.0
549,1444.0
550,1265.0
551,1113.0
552,1017.0
553,1115.0
554,1057.0
555,1353.0
556,1204.0
557,1129.0
558,935.0
559,1028.0
560,1151.0
561,1282.0
562,962.0
563,1103.0
564,1199.0
565,1095.0
566,927.0
567,1143.0
568,1140.0
569,1312.0
570,1139.0
571,1093.0
572,1292.0
573,1254.0
574,845.0
575,1327.0
576,972.0
577,1082.0
578,1207.0
579,1241.0
580,976.0
581,1341.0
582,1223.0
583,1135.0
584,1193.0
585,1194.0
586,1309.0
587,1170.0
588,919.0
589,968.0
590,1272.0
591,994.0
592,980.0
593,971.0
594,1380.0
595,958.0
596,1162.0
597,972.0
598,1248.0
599,1182.0
600,1128.0
601,1069.0
602,1054.0
603,671.0
604,943.0
605,1047.0
606,1261.0
607,1152.0
608,1006.0
609,821.0
610,1248.0
611,1407.0
612,1135.0
613,1104.0
614,974.0
615,881.0
616,1421.0
617,897.0
618,1131.0
619,1270.0
620,860.0
621,923.0
622,1110.0
623,1083.0
624,808.0
625,1290.0
626,1292.0
627,940.0
628,1114.0
629,1135.0
630,1108.0
631,1024.0
632,1155.0
633,1194.0
634,1043.0
635,1018.0
636,1420.0
637,837.0
638,1057.0
639,814.0
640,1181.0
641,941.0
642,1128.0
643,1175.0
644,1050.0
645,1081.0
646,889.0
647,1102.0
648,1223.0
649,1203.0
650,1256.0
651,1119.0
652,838.0
653,1137.0
654,1000.0
655,1003.0
656,1002.0
657,1218.0
658,1032.0
659,1111.0
660,957.0
661,1015.0
662,1141.0
663,1177.0
664,941.0
665,870.0
666,1271.0
667,882.0
668,989.0
669,1079.0
670,900.0
671,1068.0
672,1052.0
673,968.0
674,1318.0
675,1039.0
676,756.0
677,1435.0
678,1089.0
679,1210.0
680,981.0
681,1175.0
682,863.0
683,1013.0
684,1109.0
685,1310.0
686,1003.0
687,760.0
688,929.0
689,1135.0
690,942.0
691,1367.0
692,1119.0
693,1209.0
694,953.0
695,1075.0
696,733.0
697,1055.0
698,1220.0
699,1057.0
700,1008.0
701,1097.0
702,906.0
703,1056.0
704,1049.0
705,1014.0
706,1139.0
707,1078.0
708,961.0
709,1271.0
710,897.0
711,849.0
712,1121.0
713,1140.0
714,1057.0
715,1167.0
716,981.0
717,757.0
718,1093.0
719,1154.0
720,973.0
721,1147.0
722,971.0
723,1158.0
724,1047.0
725,1248.0
726,924.0
727,1045.0
728,1206.0
729,1265.0
730,1237.0
731,1005.0
732,1157.0
733,1157.0
734,993.0
735,1011.0
736,895.0
737,1154.0
738,1070.0
739,1221.0
740,786.0
741,1146.0
742,1184.0
743,871.0
744,969.0
745,892.0
746,996.0
747,1268.0
748,1058.0
749,1080.0
750,1141.0
751,1041.0
752,1182.0
753,896.0
754,1075.0
755,1059.0
756,1187.0
757,1192.0
758,1233.0
759,1382.0
760,1213.0
761,1026.0
762,1146.0
763,1082.0
764,1135.0
765,968.0
766,972.0
767,1209.0
768,1112.0
769,1079.0
770,1244.0
771,1450.0
772,1222.0
773,950.0
774,1026.0
775,1164.0
776,1176.0
777,1174.0
778,978.0
779,1246.0
780,1002.0
781,1080.0
782,1003.0
783,1056.0
784,1107.0
785,680.0
786,1074.0
787,882.0
788,1156.0
789,1134.0
790,1086.0
791,687.0
792,1283.0
793,1012.0
794,1215.0
795,976.0
796,1012.0
797,996.0
798,1013.0
799,925.0
800,981.0
801,1216.0
802,841.0
803,1105.0
804,1181.0
805,917.0
806,983.0
807,1472.0
808,1260.0
809,1056.0
810,977.0
811,1253.0
812,1187.0
813,983.0
814,1270.0
815,884.0
816,1334.0
817,1244.0
818,1080.0
819,1159.0
820,1210.0
821,889.0
822,860.0
823,867.0
824,937.0
825,1221.0
826,840.0
827,1006.0
828,1135.0
829,1081.0
830,1079.0
831,1237.0
832,1007.0
833,1125.0
834,968.0
835,1026.0
836,1120.0
837,1182.0
838,1236.0
839,945.0
840,1028.0
841,1253.0
842,1256.0
843,1014.0
844,968.0
845,1173.0
846,1009.0
847,882.0
848,1133.0
849,1211.0
850,1175.0
851,1012.0
852,1013.0
853,1074.0
854,939.0
855,1067.0
856,1228.0
857,1227.0
858,947.0
859,1154.0
860,1348.0
861,966.0
862,1283.0
863,1185.0
864,1244.0
865,1181.0
866,1226.0
867,1177.0
868,1006.0
869,1027.0
870,834.0
871,1055.0
872,1304.0
873,1110.0
874,801.0
875,983.0
876,1201.0
877,885.0
878,987.0
879,1025.0
880,1199.0
881,907.0
882,1068.0
883,1165.0
884,1088.0
885,993.0
886,1177.0
887,1191.0
888,1165.0
889,876.0
890,1313.0
891,1028.0
892,1024.0
893,1140.0
894,1089.0
895,1079.0
896,1076.0
897,944.0
898,1130.0
899,1435.0
900,954.0
901,990.0
902,1180.0
903,1243.0
904,919.0
905,1032.0
906,962.0
907,1288.0
908,1392.0
909,1096.0
910,880.0
911,902.0
912,1100.0
913,1063.0
914,961.0
915,1109.0
916,1175.0
917,1178.0
918,1168.0
919,886.0
920,974.0
921,1007.0
922,907.0
923,1159.0
924,1002.0
925,988.0
926,1034.0
927,1112.0
928,1119.0
929,1083.0
930,1090.0
931,1243.0
932,1029.0
933,1100.0
934,1218.0
935,1015.0
936,956.0
937,750.0
938,1128.0
939,1019.0
940,1023.0
941,992.0
942,1054.0
943,1059.0
944,1013.0
945,1335.0
946,1328.0
947,1098.0
948,1272.0
949,996.0
950,1264.0
951,997.0
952,909.0
953,1094.0
954,1174.0
955,1089.0
956,884.0
957,958.0
958,842.0
959,1191.0
960,1063.0
961,1240.0
962,1029.0
963,954.0
964,964.0
965,1094.0
966,840.0
967,1217.0
968,1101.0
969,823.0
970,1225.0
971,909.0
972,1118.0
973,1190.0
974,1064.0
975,869.0
976,1099.0
977,1017.0
978,1120.0
979,1231.0
980,1088.0
981,855.0
982,1078.0
983,919.0
984,1050.0
985,855.0
986,1274.0
987,855.0
988,964.0
989,1202.0
990,1183.0
991,957.0
992,986.0
993,1125.0
994,1128.0
995,1092.0
996,1097.0
997,1182.0
998,1097.0
999,899.0
